page_id	source_pdf	source_scan_page	edition_volume	edition_pdf	entry_start_pdf_page
01-001	ACU CRS MS5 - 01 - Finding Aid, George Douglas Papers 1830-1939.pdf	1	I	George-Douglas-Annotated-Transcription-Volume-I.pdf	5
01-002	ACU CRS MS5 - 01 - Finding Aid, George Douglas Papers 1830-1939.pdf	2	I	George-Douglas-Annotated-Transcription-Volume-I.pdf	5
01-003	ACU CRS MS5 - 01 - Finding Aid, George Douglas Papers 1830-1939.pdf	3	I	George-Douglas-Annotated-Transcription-Volume-I.pdf	6
01-004	ACU CRS MS5 - 01 - Finding Aid, George Douglas Papers 1830-1939.pdf	4	I	George-Douglas-Annotated-Transcription-Volume-I.pdf	6
01-005	ACU CRS MS5 - 01 - Finding Aid, George Douglas Papers 1830-1939.pdf	5	I	George-Douglas-Annotated-Transcription-Volume-I.pdf	7
01-006	ACU CRS MS5 - 01 - Finding Aid, George Douglas Papers 1830-1939.pdf	6	I	George-Douglas-Annotated-Transcription-Volume-I.pdf	8
02-001	ACU CRS MS5 - 02 - L. Douglas Sermon Notes, 16 Feb 1883.pdf	1	I	George-Douglas-Annotated-Transcription-Volume-I.pdf	10
02-002	ACU CRS MS5 - 02 - L. Douglas Sermon Notes, 16 Feb 1883.pdf	2	I	George-Douglas-Annotated-Transcription-Volume-I.pdf	10
02-003	ACU CRS MS5 - 02 - L. Douglas Sermon Notes, 16 Feb 1883.pdf	3	I	George-Douglas-Annotated-Transcription-Volume-I.pdf	10
02-004	ACU CRS MS5 - 02 - L. Douglas Sermon Notes, 16 Feb 1883.pdf	4	I	George-Douglas-Annotated-Transcription-Volume-I.pdf	11
03-001	ACU CRS MS5 - 03 - Sylvana Church Endorsement for George Douglas, Sept 1888.pdf	1	I	George-Douglas-Annotated-Transcription-Volume-I.pdf	12
03-002	ACU CRS MS5 - 03 - Sylvana Church Endorsement for George Douglas, Sept 1888.pdf	2	I	George-Douglas-Annotated-Transcription-Volume-I.pdf	12
03-003	ACU CRS MS5 - 03 - Sylvana Church Endorsement for George Douglas, Sept 1888.pdf	3	I	George-Douglas-Annotated-Transcription-Volume-I.pdf	12
03-004	ACU CRS MS5 - 03 - Sylvana Church Endorsement for George Douglas, Sept 1888.pdf	4	I	George-Douglas-Annotated-Transcription-Volume-I.pdf	13
03-005	ACU CRS MS5 - 03 - Sylvana Church Endorsement for George Douglas, Sept 1888.pdf	5	I	George-Douglas-Annotated-Transcription-Volume-I.pdf	13
04-001	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	1	II	George-Douglas-Annotated-Transcription-Volume-II.pdf	4
04-002	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	2	II	George-Douglas-Annotated-Transcription-Volume-II.pdf	4
04-003	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	3	II	George-Douglas-Annotated-Transcription-Volume-II.pdf	5
04-004	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	4	II	George-Douglas-Annotated-Transcription-Volume-II.pdf	5
04-005	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	5	II	George-Douglas-Annotated-Transcription-Volume-II.pdf	6
04-006	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	6	II	George-Douglas-Annotated-Transcription-Volume-II.pdf	7
04-007	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	7	II	George-Douglas-Annotated-Transcription-Volume-II.pdf	7
04-008	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	8	II	George-Douglas-Annotated-Transcription-Volume-II.pdf	8
04-009	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	9	II	George-Douglas-Annotated-Transcription-Volume-II.pdf	8
04-010	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	10	II	George-Douglas-Annotated-Transcription-Volume-II.pdf	9
04-011	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	11	II	George-Douglas-Annotated-Transcription-Volume-II.pdf	9
04-012	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	12	II	George-Douglas-Annotated-Transcription-Volume-II.pdf	10
04-013	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	13	II	George-Douglas-Annotated-Transcription-Volume-II.pdf	10
04-014	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	14	II	George-Douglas-Annotated-Transcription-Volume-II.pdf	11
04-015	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	15	II	George-Douglas-Annotated-Transcription-Volume-II.pdf	12
04-016	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	16	II	George-Douglas-Annotated-Transcription-Volume-II.pdf	12
04-017	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	17	II	George-Douglas-Annotated-Transcription-Volume-II.pdf	12
04-018	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	18	II	George-Douglas-Annotated-Transcription-Volume-II.pdf	13
04-019	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	19	II	George-Douglas-Annotated-Transcription-Volume-II.pdf	14
04-020	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	20	II	George-Douglas-Annotated-Transcription-Volume-II.pdf	14
04-021	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	21	II	George-Douglas-Annotated-Transcription-Volume-II.pdf	15
04-022	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	22	II	George-Douglas-Annotated-Transcription-Volume-II.pdf	15
04-023	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	23	II	George-Douglas-Annotated-Transcription-Volume-II.pdf	15
04-024	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	24	II	George-Douglas-Annotated-Transcription-Volume-II.pdf	16
04-025	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	25	II	George-Douglas-Annotated-Transcription-Volume-II.pdf	17
04-026	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	26	II	George-Douglas-Annotated-Transcription-Volume-II.pdf	17
04-027	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	27	II	George-Douglas-Annotated-Transcription-Volume-II.pdf	17
04-028	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	28	II	George-Douglas-Annotated-Transcription-Volume-II.pdf	18
04-029	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	29	II	George-Douglas-Annotated-Transcription-Volume-II.pdf	18
04-030	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	30	II	George-Douglas-Annotated-Transcription-Volume-II.pdf	18
04-031	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	31	II	George-Douglas-Annotated-Transcription-Volume-II.pdf	19
04-032	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	32	II	George-Douglas-Annotated-Transcription-Volume-II.pdf	19
04-033	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	33	II	George-Douglas-Annotated-Transcription-Volume-II.pdf	20
04-034	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	34	II	George-Douglas-Annotated-Transcription-Volume-II.pdf	20
04-035	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	35	II	George-Douglas-Annotated-Transcription-Volume-II.pdf	21
04-036	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	36	II	George-Douglas-Annotated-Transcription-Volume-II.pdf	21
04-037	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	37	II	George-Douglas-Annotated-Transcription-Volume-II.pdf	21
04-038	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	38	II	George-Douglas-Annotated-Transcription-Volume-II.pdf	22
04-039	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	39	II	George-Douglas-Annotated-Transcription-Volume-II.pdf	22
04-040	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	40	II	George-Douglas-Annotated-Transcription-Volume-II.pdf	23
04-041	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	41	II	George-Douglas-Annotated-Transcription-Volume-II.pdf	24
04-042	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	42	II	George-Douglas-Annotated-Transcription-Volume-II.pdf	25
04-043	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	43	II	George-Douglas-Annotated-Transcription-Volume-II.pdf	26
04-044	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	44	II	George-Douglas-Annotated-Transcription-Volume-II.pdf	27
04-045	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	45	II	George-Douglas-Annotated-Transcription-Volume-II.pdf	28
04-046	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	46	II	George-Douglas-Annotated-Transcription-Volume-II.pdf	29
04-047	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	47	II	George-Douglas-Annotated-Transcription-Volume-II.pdf	29
04-048	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	48	II	George-Douglas-Annotated-Transcription-Volume-II.pdf	29
04-049	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	49	II	George-Douglas-Annotated-Transcription-Volume-II.pdf	30
04-050	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	50	II	George-Douglas-Annotated-Transcription-Volume-II.pdf	30
04-051	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	51	II	George-Douglas-Annotated-Transcription-Volume-II.pdf	30
04-052	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	52	II	George-Douglas-Annotated-Transcription-Volume-II.pdf	31
04-053	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	53	II	George-Douglas-Annotated-Transcription-Volume-II.pdf	31
04-054	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	54	II	George-Douglas-Annotated-Transcription-Volume-II.pdf	31
04-055	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	55	II	George-Douglas-Annotated-Transcription-Volume-II.pdf	31
04-056	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	56	II	George-Douglas-Annotated-Transcription-Volume-II.pdf	32
04-057	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	57	II	George-Douglas-Annotated-Transcription-Volume-II.pdf	32
04-058	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	58	II	George-Douglas-Annotated-Transcription-Volume-II.pdf	32
04-059	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	59	II	George-Douglas-Annotated-Transcription-Volume-II.pdf	33
04-060	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	60	II	George-Douglas-Annotated-Transcription-Volume-II.pdf	33
04-061	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	61	II	George-Douglas-Annotated-Transcription-Volume-II.pdf	33
04-062	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	62	II	George-Douglas-Annotated-Transcription-Volume-II.pdf	34
04-063	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	63	II	George-Douglas-Annotated-Transcription-Volume-II.pdf	34
04-064	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	64	II	George-Douglas-Annotated-Transcription-Volume-II.pdf	34
04-065	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	65	II	George-Douglas-Annotated-Transcription-Volume-II.pdf	35
04-066	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	66	II	George-Douglas-Annotated-Transcription-Volume-II.pdf	35
04-067	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	67	II	George-Douglas-Annotated-Transcription-Volume-II.pdf	35
04-068	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	68	II	George-Douglas-Annotated-Transcription-Volume-II.pdf	35
04-069	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	69	II	George-Douglas-Annotated-Transcription-Volume-II.pdf	36
04-070	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	70	II	George-Douglas-Annotated-Transcription-Volume-II.pdf	36
04-071	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	71	II	George-Douglas-Annotated-Transcription-Volume-II.pdf	36
04-072	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	72	II	George-Douglas-Annotated-Transcription-Volume-II.pdf	36
04-073	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	73	II	George-Douglas-Annotated-Transcription-Volume-II.pdf	37
04-074	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	74	II	George-Douglas-Annotated-Transcription-Volume-II.pdf	37
04-075	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	75	II	George-Douglas-Annotated-Transcription-Volume-II.pdf	37
04-076	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	76	II	George-Douglas-Annotated-Transcription-Volume-II.pdf	37
04-077	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	77	II	George-Douglas-Annotated-Transcription-Volume-II.pdf	38
04-078	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	78	II	George-Douglas-Annotated-Transcription-Volume-II.pdf	38
04-079	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	79	II	George-Douglas-Annotated-Transcription-Volume-II.pdf	38
04-080	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	80	II	George-Douglas-Annotated-Transcription-Volume-II.pdf	39
04-081	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	81	II	George-Douglas-Annotated-Transcription-Volume-II.pdf	39
04-082	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	82	II	George-Douglas-Annotated-Transcription-Volume-II.pdf	39
04-083	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	83	II	George-Douglas-Annotated-Transcription-Volume-II.pdf	40
04-084	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	84	II	George-Douglas-Annotated-Transcription-Volume-II.pdf	40
04-085	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	85	II	George-Douglas-Annotated-Transcription-Volume-II.pdf	40
04-086	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	86	II	George-Douglas-Annotated-Transcription-Volume-II.pdf	41
04-087	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	87	II	George-Douglas-Annotated-Transcription-Volume-II.pdf	41
04-088	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	88	II	George-Douglas-Annotated-Transcription-Volume-II.pdf	41
04-089	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	89	II	George-Douglas-Annotated-Transcription-Volume-II.pdf	42
04-090	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	90	II	George-Douglas-Annotated-Transcription-Volume-II.pdf	42
04-091	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	91	II	George-Douglas-Annotated-Transcription-Volume-II.pdf	42
04-092	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	92	II	George-Douglas-Annotated-Transcription-Volume-II.pdf	43
04-093	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	93	II	George-Douglas-Annotated-Transcription-Volume-II.pdf	43
04-094	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	94	II	George-Douglas-Annotated-Transcription-Volume-II.pdf	43
04-095	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	95	II	George-Douglas-Annotated-Transcription-Volume-II.pdf	43
04-096	ACU CRS MS5 - 04 - Folder 1, Correspondence and Loan Papers.pdf	96	II	George-Douglas-Annotated-Transcription-Volume-II.pdf	44
05-001	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	1	III	George-Douglas-Annotated-Transcription-Volume-III.pdf	4
05-002	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	2	III	George-Douglas-Annotated-Transcription-Volume-III.pdf	4
05-003	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	3	III	George-Douglas-Annotated-Transcription-Volume-III.pdf	4
05-004	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	4	III	George-Douglas-Annotated-Transcription-Volume-III.pdf	5
05-005	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	5	III	George-Douglas-Annotated-Transcription-Volume-III.pdf	5
05-006	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	6	III	George-Douglas-Annotated-Transcription-Volume-III.pdf	5
05-007	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	7	III	George-Douglas-Annotated-Transcription-Volume-III.pdf	6
05-008	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	8	III	George-Douglas-Annotated-Transcription-Volume-III.pdf	6
05-009	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	9	III	George-Douglas-Annotated-Transcription-Volume-III.pdf	7
05-010	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	10	III	George-Douglas-Annotated-Transcription-Volume-III.pdf	7
05-011	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	11	III	George-Douglas-Annotated-Transcription-Volume-III.pdf	7
05-012	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	12	III	George-Douglas-Annotated-Transcription-Volume-III.pdf	8
05-013	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	13	III	George-Douglas-Annotated-Transcription-Volume-III.pdf	8
05-014	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	14	III	George-Douglas-Annotated-Transcription-Volume-III.pdf	8
05-015	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	15	III	George-Douglas-Annotated-Transcription-Volume-III.pdf	9
05-016	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	16	III	George-Douglas-Annotated-Transcription-Volume-III.pdf	9
05-017	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	17	III	George-Douglas-Annotated-Transcription-Volume-III.pdf	9
05-018	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	18	III	George-Douglas-Annotated-Transcription-Volume-III.pdf	10
05-019	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	19	III	George-Douglas-Annotated-Transcription-Volume-III.pdf	10
05-020	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	20	III	George-Douglas-Annotated-Transcription-Volume-III.pdf	10
05-021	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	21	III	George-Douglas-Annotated-Transcription-Volume-III.pdf	11
05-022	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	22	III	George-Douglas-Annotated-Transcription-Volume-III.pdf	11
05-023	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	23	III	George-Douglas-Annotated-Transcription-Volume-III.pdf	11
05-024	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	24	III	George-Douglas-Annotated-Transcription-Volume-III.pdf	12
05-025	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	25	III	George-Douglas-Annotated-Transcription-Volume-III.pdf	12
